title	name	meaning	menu_1	menu_2	menu_3	menu_4	menu_5	description	
		GAZ:00000586	Chad [GAZ:00000586]					A landlocked country in central Africa. It is bordered by Libya to the north, Sudan to the east, the Central African Republic to the south, Cameroon and Nigeria to the southwest, and Niger to the west. Chad is divided into 18 regions. The departments are divided into 200 sub-prefectures, which are in turn composed of 446 cantons. This is due to change.	
		GAZ:00002825	Chile [GAZ:00002825]					A country in South America occupying a long and narrow coastal strip wedged between the Andes mountains and the Pacific Ocean. The Pacific forms the country's entire western border, with Peru to the north, Bolivia to the northeast, Argentina to the east, and the Drake Passage at the country's southernmost tip. Chile claims 1,250,000 km2 of territory in Antarctica. Chile is divided into 15 regions. Every region is further divided into provinces. Finally each province is divided into communes. Each region is designated by a name and a Roman numeral, assigned from north to south. The only exception is the region housing the nation's capital, which is designated RM, that stands for Region Metropolitana (Metropolitan Region). Two new regions were created in 2006: Arica-Parinacota in the north, and Los Rios in the south. Both became operative in 2007-10.	
		GAZ:00002845	China [GAZ:00002845]					A large country in Northeast Asia. China borders 14 nations (counted clockwise from south): Vietnam, Laos, Burma, India, Bhutan, Nepal, Pakistan, Afghanistan, Tajikistan, Kyrgyzstan, Kazakhstan, Russia, Mongolia and North Korea. Additionally the border between PRC and ROC is located in territorial waters. The People's Republic of China has administrative control over twenty-two provinces and considers Taiwan to be its twenty-third province. There are also five autonomous regions, each with a designated minority group; four municipalities; and two Special Administrative Regions that enjoy considerable autonomy. The People's Republic of China administers 33 province-level regions, 333 prefecture-level regions, 2,862 county-level regions, 41,636 township-level regions, and several village-level regions.	
		GAZ:00005915	Christmas Island [GAZ:00005915]					An island in the Indian Ocean, 500 km south of Indonesia and about 2600 km northwest of Perth. The island is the flat summit of a submarine mountain.	
		GAZ:00005838	Clipperton Island [GAZ:00005838]					A nine-square km coral atoll in the North Pacific Ocean, southwest of Mexico and west of Costa Rica.	
		GAZ:00009721	Cocos Islands [GAZ:00009721]					Islands that located in the Indian Ocean, about halfway between Australia and Sri Lanka. A territory of Australia. There are two atolls and twenty-seven coral islands in the group.	
		GAZ:00002929	Colombia [GAZ:00002929]					A country located in the northwestern region of South America. Colombia is bordered to the east by Venezuela and Brazil; to the south by Ecuador and Peru; to the North by the Atlantic Ocean, through the Caribbean Sea; to the north-west by Panama; and to the west by the Pacific Ocean. Besides the countries in South America, the Republic of Colombia is recognized to share maritime borders with the Caribbean countries of Jamaica, Haiti, the Dominican Republic and the Central American countries of Honduras, Nicaragua, and Costa Rica. Colombia is divided into 32 departments and one capital district which is treated as a department. There are in total 10 districts assigned to cities in Colombia including Bogota, Barranquilla, Cartagena, Santa Marta, Tunja, Cucuta, Popayan, Buenaventura, Tumaco and Turbo. Colombia is also subdivided into some municipalities which form departments, each with a municipal seat capital city assigned. Colombia is also subdivided into corregimientos which form municipalities.	
		GAZ:00005820	Comoros [GAZ:00005820]					An island nation in the Indian Ocean, located off the eastern coast of Africa on the northern end of the Mozambique Channel between northern Madagascar and northeastern Mozambique.	
		GAZ:00053798	Cook Islands [GAZ:00053798]					A self-governing parliamentary democracy in free association with New Zealand. The fifteen small islands in this South Pacific Ocean country have a total land area of 240 km2, but the Cook Islands Exclusive Economic Zone (EEZ) covers 1.8 million km2 of ocean.	
		GAZ:00005917	Coral Sea Islands [GAZ:00005917]					A Territory of Australia which includes a group of small and mostly uninhabited tropical islands and reefs in the Coral Sea, northeast of Queensland, Australia. The only inhabited island is Willis Island. The territory covers 780,000 km2, extending east and south from the outer edge of the Great Barrier Reef, and including Heralds Beacon Island, Osprey Reef, the Willis Group, and fifteen other reef/island groups.	
		GAZ:00002901	Costa Rica [GAZ:00002901]					A republic in Central America, bordered by Nicaragua to the north, Panama to the east-southeast, the Pacific Ocean to the west and south, and the Caribbean Sea to the east. Costa Rica is composed of seven provinces, which in turn are divided into 81 cantons.	
		GAZ:00000906	Cote d'Ivoire [GAZ:00000906]					A country in West Africa. It borders Liberia and Guinea to the west, Mali and Burkina Faso to the north, Ghana to the east, and the Gulf of Guinea to the south. Cote d'Ivoire is divided into nineteen regions (regions). The regions are further divided into 58 departments.	
		GAZ:00002719	Croatia [GAZ:00002719]					A country at the crossroads of the Mediterranean, Central Europe, and the Balkans. Its capital is Zagreb. Croatia borders with Slovenia and Hungary to the north, Serbia to the northeast, Bosnia and Herzegovina to the east, Montenegro to the far southeast, and the Adriatic Sea to the south. Croatia is divided into 21 counties (zupanija) and the capital Zagreb's city district.	
		GAZ:00003762	Cuba [GAZ:00003762]					A country that consists of the island of Cuba (the largest and second-most populous island of the Greater Antilles), Isla de la Juventud and several adjacent small islands. Fourteen provinces and one special municipality (the Isla de la Juventud) now compose Cuba.	
		GAZ:00012582	Curacao [GAZ:00012582]					One of five island areas of the Netherlands Antilles.	
		GAZ:00004006	Cyprus [GAZ:00004006]					The third largest island in the Mediterranean Sea (after Sicily and Sardinia), Cyprus is situated in the eastern Mediterranean, just south of the Anatolian peninsula (or Asia Minor) of the Asian mainland; thus, it is often included in the Middle East (see also Western Asia and Near East). Turkey is 75 km north; other neighbouring countries include Syria and Lebanon to the east, Israel to the southeast, Egypt to the south, and Greece to the west-north-west.	
		GAZ:00002954	Czech Republic [GAZ:00002954]					A landlocked country in Central Europe. It has borders with Poland to the north, Germany to the northwest and southwest, Austria to the south, and Slovakia to the east. The capital and largest city is Prague. The country is composed of the historic regions of Bohemia and Moravia, as well as parts of Silesia. Since 2000, the Czech Republic is divided into thirteen regions (kraje, singular kraj) and the capital city of Prague. The older seventy-six districts (okresy, singular okres) including three 'statutory cities' (without Prague, which had special status) were disbanded in 1999 in an administrative reform; they remain as territorial division and seats of various branches of state administration. Since 2003-01-01, the regions have been divided into around 203 Municipalities with Extended Competence (unofficially named "Little Districts" (Czech: 'male okresy') which took over most of the administration of the former District Authorities. Some of these are further divided into Municipalities with Commissioned Local Authority. However, the old districts still exist as territorial units and remain as seats of some of the offices.	
		GAZ:00001086	Democratic Republic of the Congo [GAZ:00001086]					A country of central Africa. It borders the Central African Republic and Sudan on the north, Uganda, Rwanda, and Burundi on the east, Zambia and Angola on the south, the Republic of the Congo on the west, and is separated from Tanzania by Lake Tanganyika on the east. The country enjoys access to the ocean through a 40 km stretch of Atlantic coastline at Muanda and the roughly 9 km wide mouth of the Congo river which opens into the Gulf of Guinea. Congo Kinshasa is now divided into 11 Provinces, to be redistributed into 25 Provinces from 2.2009. Each Province is divided into Zones.	
		GAZ:00005852	Denmark [GAZ:00005852]					That part of the Kingdom of Denmark located in continental Europe. The mainland is bordered to the south by Germany; Denmark is located to the southwest of Sweden and the south of Norway. Denmark borders both the Baltic and the North Sea. The country consists of a large peninsula, Jutland (Jylland) and a large number of islands, most notably Zealand (Sjaelland), Funen (Fyn), Vendsyssel-Thy, Lolland, Falster and Bornholm as well as hundreds of minor islands often referred to as the Danish Archipelago.	
		GAZ:00000582	Djibouti [GAZ:00000582]					A country in eastern Africa. Djibouti is bordered by Eritrea in the north, Ethiopia in the west and south, and Somalia in the southeast. The remainder of the border is formed by the Red Sea and the Gulf of Aden. On the other side of the Red Sea, on the Arabian Peninsula, 20 km from the coast of Djibouti, is Yemen. The capital of Djibouti is the city of Djibouti. Djibouti is divided into 5 regions and one city. It is further subdivided into 11 districts.	
